StockCode,Price
35004S,6.35
20738,0.85
15036,0.48
16014,0.32
16015,0.36
16016,0.72
35160,0.67
85079,2.12
21447,1.25
21899,0.65
84761,2.55
21446,1.25
21422,0.85
22164,2.95
21683,2.95
21664,3.75
21942,0.85
22067,1.65
84595E,3.75
51012L,1.25
21542,0.85
21224,1.25
22158,2.95
85167A,4.25
20861,2.1
21656,1.45
84680,7.95
21381,1.69
20855,1.65
20778,1.65
81950B,0.85
20854,1.65
81950V,0.85
90036C,7.95
90184B,8.95
85036A,4.25
35096B,0.42
84030E,1.5
21903,2.1
22323,4.95
45008C,8.95
84562A,7.95
84880,5.95
84993A,0.42
C2,50.0
21723,0.85
90089,0.85
37482P,2.55
85179B,4.65
35609A,1.25
21654,1.45
21316,2.95
22299,1.25
46776B,4.95
84031A,3.81
85217,0.65
85183B,3.75
84625A,2.95
84625D,2.95
21207,1.65
46126A,1.25
90040D,3.5
90120C,4.25
15056BL,4.95
79320,4.25
84356,5.95
84839,5.55
85063,14.95
22045,0.42
22048,0.42
22050,0.42
22052,0.42
22099,1.25
51014A,0.85
51014L,0.85
85017B,0.85
85017C,0.85
85018D,2.1
20760,0.85
22040,0.42
22223,4.95
84945,0.85
22324,4.95
21984,0.29
17109D,1.69
72487,1.49
72750C,5.95
72755D,4.25
72819,2.55
79406,0.22
84846A,2.1
17107D,2.55
16169P,0.42
84932A,8.5
84932B,8.5
84932C,8.5
84932D,8.5
84933A,9.95
84933B,9.95
84933C,9.95
16169K,0.42
48111,5.95
48116,5.95
47599A,2.1
20717,1.25
22258,1.25
37408,1.25
16011,0.21
79072,8.95
21215,0.55
21250,2.95
21974,1.45
84795D,7.95
21590,1.06
84425A,4.25
79191B,0.85
85087,2.55
22180,8.5
21462,6.75
22058,1.49
21871,1.06
22348,0.72
21479,3.39
21399,1.75
21528,5.95
79144B,0.42
37495,3.75
85184D,2.95
22312,4.95
20837,2.95
85096,3.75
84625B,2.95
85116,2.1
21717,2.55
22318,2.95
35969,1.65
20688,5.95
84469,6.95
21630,8.95
37503,9.95
21704,0.72
84466,0.95
21661,5.45
21663,5.45
21662,5.45
21274,12.75
21332,12.75
20766,3.75
84924D,3.75
84924A,3.75
84916,5.95
85019C,4.25
72801D,1.25
21280,2.55
35597D,0.65
21195,2.1
21194,2.1
21144,0.38
84944,4.25
21017,0.85
21774,1.25
21321,2.55
21320,2.55
84926E,1.25
84926D,1.25
72800D,2.55
72800B,2.55
84625B,0.85
21007,0.38
35611B,0.38
48188,5.95
21100,1.45
21360,3.95
35598B,0.65
35598D,0.65
35600D,2.95
82081,1.95
82093,1.25
21627,14.95
20762,3.75
47598,0.55
16046,0.85
21445,1.25
79413,1.25
21443,3.75
51020B,1.25
17001,0.29
21801,0.42
21147,2.1
35600D,9.95
35598D,1.25
47594B,1.95
85032C,2.1
20847,3.75
75149N,1.25
22317,2.95
22066,1.45
21779,8.5
37492B,4.65
37492D,4.65
84427B,4.25
21550,5.45
21552,5.45
21554,5.45
21032,1.25
21027,1.25
16216,0.16
84509F,3.75
84509C,3.75
47013C,0.29
21373,2.55
85023A,2.55
85024C,1.65
85024A,1.65
21915,1.25
21137,3.75
72754A,0.65
84721,3.95
84705C,1.25
85166B,1.25
85166A,1.25
16049,0.12
21287,0.38
84951A,1.25
21635,3.75
21636,2.55
21634,1.25
72753B,2.1
84569B,1.25
21189,1.65
22230,0.85
10123C,0.65
84608,7.95
85099C,1.65
84753A,0.85
21719,0.85
35004B,5.45
46776D,4.95
72586,0.42
72122,0.95
84978,1.25
35633B,0.19
20652,1.25
21456,1.25
21457,1.25
21458,1.25
22146,1.95
84452,0.85
84456,0.85
22229,0.85
90040C,3.5
90040A,3.5
84247L,0.42
21802,0.42
90210C,2.95
90210D,2.95
90210A,2.95
35932,1.95
21830,0.42
84508B,2.55
84508C,2.55
72751A,5.95
72751B,5.95
72752B,4.25
72752A,4.25
72802C,4.25
21879,0.65
79149B,0.42
21201,2.55
84950,0.72
79341,5.45
22060,9.95
84830,12.75
21785,0.85
79164,1.65
21338,5.95
85014B,4.95
22352,2.1
21869,1.06
21868,1.06
85014A,4.95
15056N,4.95
20679,4.95
20828,2.1
72741,1.25
84406B,2.75
35271S,0.42
21300,49.95
22047,0.34
82616A,1.25
16046,0.19
35969,0.38
21397,1.25
17014C,0.42
85132A,9.95
37482B,2.55
35972,1.25
85117,1.65
21028,1.25
21331,12.75
85129D,1.25
84279P,3.75
90184A,8.95
90184C,8.95
90010A,8.95
21256,1.65
21418,2.55
85142,7.95
84584,2.55
20699,2.55
84586L,2.95
16219,0.21
85214,1.65
22263,0.85
20868,1.25
84593,2.95
84569A,1.25
84592,2.95
85197,2.1
90196B,12.75
90195A,8.95
90196A,12.75
90029,8.5
90141E,4.95
90141A,4.95
90141C,4.95
21303,16.95
20704,6.95
90126A,1.69
90001D,4.25
90000D,5.95
90161D,4.95
90161A,4.95
90161C,4.95
90160D,6.95
40046C,1.25
47351B,2.95
21376,5.45
84212,0.65
84918,6.95
21421,1.25
90214M,1.25
44242B,1.25
85132B,9.95
71406C,0.42
21905,2.1
84467,39.95
85034B,4.25
85035B,4.25
85036B,4.25
82587,1.25
21703,0.42
21720,0.85
37489C,1.95
21109,6.75
90161B,4.95
90122B,4.95
72805,1.69
84893,5.95
21991,2.95
21059,0.85
21064,5.95
20996,0.42
20862,2.1
20864,2.1
20857,1.65
20856,1.65
77101A,1.25
71459,0.72
84978,1.06
90115,2.55
20674,1.25
72232,0.19
21191,2.1
21218,3.25
37448,1.25
84854,4.25
72780,0.85
35443,0.85
21480,2.55
16244B,4.25
16244A,4.25
84429A,2.95
85144,7.25
21765,7.35
84576,5.95
21488,3.45
84826,0.85
22043,0.42
21268,2.1
21988,0.85
84482,3.75
22285,1.65
84845C,1.25
84845D,1.25
84845A,1.25
84030C,3.75
22136,1.65
21160,1.45
20833,49.95
20775,1.65
84206A,0.19
84206C,0.19
84201B,0.19
90152B,5.95
90150,7.5
90010B,8.95
90010E,8.95
90159,4.95
90179B,5.95
79328,1.65
20654,1.25
20617,2.1
20662,2.95
40001,0.85
90035B,10.75
90060F,5.95
90060C,5.95
90060D,5.95
84819,4.25
79338,0.38
84341B,0.38
21265,1.95
21084,0.65
20735,0.85
84795A,7.95
18094C,1.25
35909B,2.95
82093,3.75
20936,2.95
35833P,3.95
35833G,3.95
84795B,7.95
85039A,1.65
84952A,3.75
17091F,1.25
17091B,1.25
17091A,1.25
90214T,1.25
90214R,1.25
90214L,1.25
90214N,1.25
35976B,1.25
84789,3.75
35537,0.42
21293,2.1
21370,6.35
79323P,5.95
21652,1.95
21204,1.65
21765,7.95
72753C,2.1
72753D,2.1
21308,7.95
47554,2.55
21906,6.75
21563,2.95
85071C,2.55
20653,1.25
84741C,1.95
85135C,7.95
21219,1.25
22275,7.65
21697,1.69
90111,1.05
90112,1.05
21689,3.75
20757,0.64
20763,2.95
20769,2.1
20723,0.72
20724,0.72
72739C,1.25
72740A,2.55
84870B,3.75
20731,1.25
47590B,5.45
85025B,1.65
16014,0.42
16016,0.85
15044A,2.95
85200,1.25
85194L,0.85
84454,0.85
85196,0.55
85198,0.85
85186C,0.42
85186A,0.42
22256,1.25
22267,1.25
84459B,1.49
22105,4.25
18097C,1.95
21777,6.95
37410,1.25
21714,1.25
82585,1.25
21181,1.85
21486,3.39
21586,2.1
22300,2.1
21587,2.1
21876,1.06
35598A,2.95
20755,0.85
35598B,2.95
90002A,3.75
90214K,1.25
85015,2.55
84661A,2.55
84925D,2.55
47016,2.1
72128,0.85
22141,2.1
22350,2.1
21736,2.1
35967,0.85
20781,5.49
16256B,0.42
71143,0.85
16259,0.21
16020C,0.85
90035A,10.75
21722,0.85
47347B,1.25
84522,1.95
84746,3.75
20705,6.95
90100,2.55
90099,2.55
20700,3.75
20701,3.75
21365,2.95
21395,1.95
21319,1.65
21481,2.55
21161,0.38
21159,0.38
20761,1.25
20763,1.25
20762,1.25
72750D,1.95
21011,0.38
35838A,1.25
72755D,1.25
16161E,0.1
17039,0.29
21130,3.45
17061,0.04
17084P,0.21
22101,2.1
21674,16.95
21146,1.95
16236,0.21
22124,2.95
47593A,1.25
81985A,2.55
21065,5.95
21400,0.42
21401,0.42
21399,2.1
21222,1.25
85036A,3.81
20615,2.1
22044,0.42
84663A,5.95
20672,1.25
20671,1.25
21199,1.65
20757,0.85
84744,1.25
79191D,0.85
84078A,39.95
84029D,3.75
72800C,2.55
90214P,1.25
22108,3.75
20721,0.85
85171,2.55
47503J,7.95
20910,6.35
84539,1.65
20863,2.1
21220,1.25
21408,4.25
21043,5.95
84617,12.75
84707A,9.95
20689,5.95
47480,1.65
22065,1.25
22224,2.55
85162A,1.95
85162B,1.95
21261,2.95
90081A,4.95
90192,4.95
20931,3.75
21261,16.95
21340,9.95
20661,2.95
37467,0.85
20803,1.65
20799,2.1
22303,2.1
22302,2.1
72351A,1.69
72351B,1.69
22113,2.95
21520,0.42
22094,1.25
82076,1.25
20832,0.85
85124A,2.55
85124B,2.55
85124C,2.55
85067,16.95
21339,19.95
47559B,1.25
37500,8.49
85016,2.55
22168,8.5
35840,2.55
79030D,1.65
21289,1.25
21292,0.85
22104,1.45
85118,1.25
16048,0.42
84705B,1.25
20719,0.72
35004S,1.95
21731,1.45
17129D,0.64
47505,4.25
84795B,6.95
84029C,2.95
37450,2.55
37447,1.25
35923,1.25
46118,0.85
20895,2.95
84912A,3.75
21336,2.95
20898,1.25
20903,1.95
21288,1.25
21289,0.38
21292,0.19
21348,1.25
21780,5.95
21846,1.25
21851,1.25
21847,1.25
84615,7.95
84682,2.95
22056,1.49
20984,0.19
21066,0.38
17178,1.25
21904,2.1
21775,1.25
21200,1.65
85230B,0.29
85230E,0.29
21378,1.65
85179B,3.81
90125B,2.1
21463,4.95
35004B,1.95
84564,7.95
16202C,5.55
84396,8.49
85084,1.69
85034C,3.81
85034B,3.81
84968E,10.95
84968D,10.95
85227,0.64
84827,0.65
21721,0.85
21060,0.85
21675,0.85
37340,0.85
37432,0.65
47503E,1.25
47503H,1.95
44265,4.25
84678,2.55
37484,6.75
21486,1.65
21757,4.95
21659,14.95
21269,8.5
21270,12.75
21277,21.95
21780,14.95
84849A,1.69
20851,5.95
84707B,9.95
35233,3.75
85226C,0.42
85226A,0.42
72807B,3.81
72807C,3.81
79323S,5.45
20666,2.95
85060,1.25
85106,2.55
85169C,1.25
85169A,1.25
21764,39.95
21309,9.95
21836,3.75
20766,1.25
20772,0.85
20935,1.25
21040,0.85
21990,1.25
20997,4.95
21616,3.75
21179,0.38
21275,3.95
21276,1.95
21581,0.85
21706,1.95
21707,1.95
21710,1.95
21779,2.95
20888,1.25
20670,2.95
21062,0.85
21061,0.85
21698,0.85
85130D,1.65
84549,1.65
84551,1.65
21264,9.95
20748,3.95
35824C,0.38
21437,3.75
84813,3.95
72800E,0.79
85132B,3.95
35004G,1.95
35004P,1.95
84665,5.95
84666,3.95
84664,4.95
79066K,0.85
84597B,1.25
84367,1.65
21339,16.95
85170A,1.69
85175,0.36
71215,0.42
22110,1.25
21201,2.1
22149,1.85
21993,1.25
72799A,1.25
21730,4.25
85184D,2.55
72349B,1.69
17129F,0.85
21252,2.55
79303D,2.95
22244,1.95
22245,0.85
84869,5.95
22355,0.72
20896,2.95
20899,2.95
84626,45.95
21068,0.38
21070,0.38
21067,0.38
16162L,0.19
21228,1.25
90120D,4.25
90120B,4.25
90120A,4.25
90027D,2.95
90027B,2.95
20796,1.65
20795,2.1
20898,2.95
22061,8.5
21322,6.95
22290,2.1
21631,12.75
84972L,3.95
16239,2.95
84919,6.95
84984D,4.65
84984C,4.65
84909A,45.95
85184B,2.95
22274,2.55
21533,4.25
22305,2.1
84990,0.42
84970S,0.64
84947,1.06
48197,5.95
79000,0.65
84792,3.81
22171,7.65
20754,1.69
21843,9.95
22354,3.39
21658,3.39
22233,1.65
85018C,3.39
21343,16.95
85121B,8.5
22316,1.25
22293,1.45
85014C,4.95
85014D,4.95
15056P,4.95
84705C,4.65
35973,1.25
90057,1.25
35838B,0.85
85020,2.1
22217,1.25
35645,4.25
82095,7.65
84356,6.95
21808,3.75
17191A,3.75
47341B,3.75
85081,1.25
90214I,1.25
90214O,1.25
90214B,1.25
20993,0.85
21870,1.06
84575B,5.95
71403,2.95
84563A,5.95
20780,1.95
21494,0.85
21118,5.75
72780,0.72
79323G,5.45
21041,2.55
37485,3.81
18098C,1.25
20701,1.25
20705,2.95
20714,0.38
21033,1.25
72760B,8.49
37503,9.45
85117,1.45
85060,1.06
84997B,3.39
37410,1.06
21949,1.06
21559,2.1
21499,0.34
21498,0.34
21330,1.45
20814,1.06
17013B,1.27
16156S,0.34
21322,1.25
21904,0.85
17181,0.85
35815B,0.38
35821B,0.38
35824B,0.38
85150,2.1
21774,1.06
84685,3.75
20707,1.25
84991,0.42
22236,12.75
21411,3.75
21366,4.25
84782A,10.95
84782C,10.95
21108,2.1
22349,3.39
90214Z,1.25
22107,3.39
21060,0.38
21125,0.38
21126,0.38
70006,0.79
21061,0.38
16168M,0.42
16168S,0.29
22281,5.95
21167,0.21
17096,0.21
85026B,0.85
35793,0.85
47597,2.55
85033S,0.65
85081,0.42
85079,0.85
85080,0.42
35981C,0.38
22073,3.39
16033,0.12
35837,0.85
84968D,12.75
22095,1.06
20935,2.95
79323GR,5.45
85230D,0.29
85230C,0.29
21540,3.75
21260,2.75
20680,3.25
21096,0.85
20952,0.42
90214F,1.25
90214E,1.25
85161,18.95
84031A,1.95
72800F,0.79
72800A,0.79
90058A,0.38
72789,3.75
90210B,2.95
90039C,3.75
90194,4.25
90040B,3.5
72708,0.21
17181,2.55
72799F,1.25
72771C,0.42
22119,6.35
21729,2.75
84081,3.39
16169G,0.42
84683,0.65
84682,1.25
84678,1.25
21117,1.25
17109D,0.38
17109C,0.38
17109B,0.38
17109A,0.38
85062,1.45
22178,1.06
21100,0.85
21929,1.65
21928,1.65
72754A,1.69
35001W,1.65
35001G,1.65
20663,2.95
21945,0.85
21943,0.85
22093,1.06
84414B,18.95
16051,0.42
85072,0.55
21845,2.95
85224,2.1
90138,4.95
90137,4.95
16119,1.25
47552A,1.95
47567B,5.95
85007,4.65
20950,0.42
84815,4.25
72131,1.95
20931,1.25
90013A,3.75
22252,2.55
85084,0.85
35991,0.42
35995,0.42
72728,0.85
35400,4.0
35838A,0.85
20884,2.1
20877,0.42
20881,0.85
22242,1.65
90177C,2.95
90177B,2.95
90177D,2.95
90177E,2.95
90177A,2.95
48194,5.95
90026C,8.5
90069,7.5
35833P,1.25
21847,4.95
84755,0.55
84876B,3.75
20879,0.65
17090A,1.25
85166B,3.75
85173,2.55
85215,0.65
21758,6.45
21278,2.55
21281,2.55
85033G,0.65
20848,2.95
20711,1.65
20713,1.65
21282,4.25
20683,3.25
85036B,3.81
35809A,1.69
35810A,1.69
35811A,1.69
84968A,12.75
84750B,1.65
84997D,3.39
47504J,7.95
22236,10.95
22120,8.5
21894,1.06
84859C,5.95
84859A,5.95
75131,1.69
85109,0.85
84802A,1.69
21283,2.75
35607B,0.19
72754B,0.65
21163,0.38
21280,0.85
22116,1.25
21874,1.06
82583,1.69
21175,1.85
90001C,4.25
90000B,5.95
90024E,8.5
85069,16.95
84659A,2.55
35607A,0.19
20749,6.35
16258B,0.19
18097C,1.25
21307,0.38
21992,1.25
72799E,1.25
72800D,0.79
85132A,3.95
62018,1.25
37476,8.49
16168S,0.09
21711,1.95
21709,1.95
21708,1.95
21579,0.85
20731,0.38
16207B,1.25
21415,2.1
35936,0.38
84673A,0.65
20939,0.85
72785A,2.1
72785B,2.1
72771B,0.42
21283,3.25
72799A,2.95
84712B,7.95
84550,1.65
21678,0.85
21226,1.25
21225,1.25
16258A,0.19
84030E,4.25
37491C,1.65
84913A,4.65
35603C,0.42
84459A,1.49
84340,0.42
21412,0.42
20933,3.75
75011,3.75
72801C,1.25
21946,0.38
21944,0.38
21849,1.25
85222,0.65
72799B,1.25
20771,0.85
20992,0.38
20764,1.25
20767,0.85
35833G,1.25
20993,0.19
46775E,16.95
46775A,16.95
35911B,2.1
79066K,0.64
62097A,2.95
84686,4.25
72812,2.1
21473,19.95
90000C,5.95
90065A,6.75
90065B,6.75
90024D,8.5
90124B,9.95
90182C,2.95
90026B,8.5
90180B,9.95
90211B,5.95
90212C,3.75
21317,5.45
62074B,0.42
20763,3.75
84876C,3.75
35999,2.55
35932,0.38
22307,5.95
20769,2.55
21539,4.25
90201A,2.95
20697,2.55
17090D,1.25
85230A,0.29
84032A,1.25
84031B,1.95
22306,5.95
20765,1.25
20768,0.85
20769,0.85
20770,0.85
72133,1.25
72134,0.85
72130,0.65
37489A,1.95
85225,1.25
21441,0.85
84711A,9.95
16225,0.38
20707,0.38
21306,0.38
85132C,3.95
21413,1.25
90034,9.95
90140,7.5
90146,7.5
90123A,5.95
90060B,5.95
22243,1.65
21894,1.25
90214G,1.25
21311,2.1
21051,1.69
22185,1.45
84933C,2.1
47369B,2.95
72772,3.75
35910A,1.95
71028B,0.38
21716,2.55
21715,2.55
37438,3.75
46775D,16.95
84921,3.75
22360,2.95
21190,1.65
22247,0.85
22249,0.85
22248,0.85
22250,0.85
85213,0.85
85212,0.85
71101A,0.85
71101E,0.85
20882,2.95
85062,1.65
15030,0.29
72793,5.95
21535,2.1
35637A,5.95
84683,1.25
16256C,0.42
72008,0.36
72484,0.38
72267,1.69
21416,3.75
20747,12.75
35271S,0.19
22268,0.85
35597B,1.25
84255A,2.1
21318,1.65
18098B,2.95
37399,1.25
20700,1.25
21414,2.1
20749,6.09
85123A,2.36
22207,3.75
22132,0.72
21695,2.95
84767,5.95
21202,1.65
37475,9.95
20936,1.25
22262,0.85
21713,2.1
21731,1.4
21036,2.55
17007B,2.1
85093,1.25
21287,1.25
21268,0.42
22080,1.45
22079,1.45
21737,16.95
22170,5.95
21908,1.85
21563,2.55
22196,0.72
21244,1.45
21242,1.45
85232B,4.25
21080,0.64
84621,7.95
84472,39.95
22024,0.36
22028,0.36
22029,0.36
22036,0.36
21930,1.65
21012,0.65
15044C,2.95
35609A,0.19
84251C,0.19
20996,0.16
37492A,1.65
37492C,1.65
37492B,1.65
37492D,1.65
20830,0.85
20831,0.85
20866,0.38
20867,0.38
20897,1.25
20902,1.95
20941,0.38
21043,1.95
16119,0.38
16168M,0.12
20615,0.85
20619,0.85
20652,0.38
20657,0.38
20704,2.95
20752,0.85
21158,0.38
21160,0.38
21162,0.38
21281,0.85
21317,1.25
21328,1.25
21426,0.85
21850,1.25
21905,0.85
21942,0.38
21991,1.25
72800B,0.79
84032B,1.25
21372,2.95
22021,1.65
85206B,1.65
85054,2.55
21255,1.45
90129A,2.95
84081,4.25
35001P,3.49
84824,15.95
35840,0.85
44234,0.21
84832,0.72
21064,1.95
18098A,2.95
20858,1.65
21298,35.95
72750B,1.95
35980C,0.38
21750,2.1
21749,2.1
84692,0.32
84012,2.1
22203,3.39
17038,0.1
84509B,2.95
47589,5.45
71053,3.39
21728,10.95
84880,4.95
21702,1.69
21699,1.69
20969,3.39
20970,3.39
21649,2.55
21832,1.45
20996,0.36
90190C,2.95
90186A,2.95
35838A,6.95
20718,1.06
20717,1.06
84570B,4.95
48138,6.75
84782B,12.75
21641,0.85
21850,4.95
21174,1.65
21674,14.95
47502,9.95
84997A,3.39
21561,2.1
84932C,1.95
84932D,1.95
21311,0.38
90059C,1.65
90082B,6.35
90004A,3.75
90059E,1.65
90059D,1.65
20664,2.95
85129B,1.25
85030,7.95
85220,1.65
85141,10.75
20846,1.25
21248,0.38
84595B,3.75
84313A,4.25
84313B,4.25
21307,2.1
85199S,0.36
85132C,8.49
47594A,1.95
85119,1.69
35937,0.38
35966,0.38
35967,0.38
37399,0.42
72772,1.25
84625D,0.85
84869,1.95
85167B,4.25
90048,4.95
84670,0.36
21112,2.55
21111,2.55
21790,0.72
48175,4.0
48111,4.0
48179,4.0
48194,4.0
21524,4.0
20685,4.0
48195,4.0
48197,4.0
48129,4.0
48187,4.0
48116,4.0
48185,4.0
84519B,2.15
47591D,1.19
47590A,3.2
21411,2.6
21329,1.0
21252,1.7
21250,1.69
20781,1.95
72800C,0.79
81952V,0.85
22054,1.45
22055,1.45
22059,1.25
22063,2.55
21429,1.45
85232D,4.25
84529A,6.75
84529C,6.75
47583B,24.95
85160A,1.25
85160B,1.25
21718,1.25
84086C,2.95
75049L,0.85
21190,1.45
85114B,1.45
84976,1.69
85018B,4.25
85018C,4.25
85018A,4.25
35963,0.38
21090,0.85
84631,7.95
85127,4.95
79323B,5.45
22320,5.45
90129F,2.95
90129D,2.95
90129E,2.95
20849,3.75
21001,5.95
22137,2.95
35652,6.75
21257,6.95
17011C,0.65
17011E,0.65
17011D,0.65
17011F,0.65
17013B,0.42
17012E,0.85
17013C,0.42
17013D,0.42
37343,1.27
21040,2.55
84616,29.95
16043,0.42
85071C,0.38
85190,0.85
84450A,0.42
85189,0.85
84847,3.75
21209,1.65
47013A,0.29
84927F,2.1
84926F,1.25
90016B,8.5
90018B,4.25
21556,2.25
22067,1.45
21805,0.36
21770,4.25
22051,0.34
79329,0.38
21208,1.65
84905,4.95
84907,7.65
21407,3.75
72800F,2.1
21030,1.25
82069,7.25
79302M,2.55
21743,2.55
21503,0.42
84970L,0.79
51020A,1.25
84942,1.69
21475,14.95
35974,3.75
35930,0.38
35964,2.1
22266,0.65
20889,0.85
72740A,1.25
84680,2.95
84706C,1.95
84706A,1.95
85167A,1.25
84732D,1.65
84732B,1.65
21128,6.95
17091B,0.85
84997C,3.39
21496,0.42
47581B,12.75
20820,4.95
37352,1.25
20759,0.85
20845,6.35
21781,12.75
16202A,1.95
21945,0.38
90206A,4.95
22221,9.95
37379A,1.25
35001B,3.49
85034C,4.25
22188,3.95
21095,0.85
84625A,0.85
21844,2.55
21319,1.45
72598,0.64
20990,1.65
20989,1.65
20726,1.45
79029,1.65
85121C,8.5
72781,2.1
90186B,2.95
90020,12.75
90043,4.95
85145,10.95
22183,5.95
84675,2.95
20667,2.95
84870C,3.75
85131D,1.25
47343A,1.49
47344B,1.25
84051,0.85
22269,1.25
21419,3.75
20888,3.75
21213,0.42
84989B,0.42
71510,0.85
85130A,1.65
90199D,6.35
84830,16.95
20932,3.75
22251,1.25
84801B,2.1
84877A,3.75
84856L,5.95
47310M,1.25
21662,5.95
21661,5.95
44091C,0.42
21525,6.75
20823,4.65
22243,1.45
22244,1.65
22282,10.95
22283,6.95
21717,2.1
22146,1.65
22148,1.65
22285,1.45
22292,1.25
35915B,1.27
35915A,1.27
35915C,1.27
21482,2.55
10123C,0.53
21390,1.06
21564,2.55
22231,1.25
84748,2.95
21385,0.72
85194L,0.72
85189,0.72
85195,1.69
84975,1.45
21985,0.25
85184C,2.55
40002,0.85
71270,1.25
84838,8.5
84661B,2.55
21555,2.25
21198,1.65
21343,3.95
44092C,0.85
72799C,1.25
20784,39.95
84968A,10.95
84968C,10.95
48103,6.75
84689,5.95
20840,2.95
84657,5.95
21852,6.95
35980B,0.38
35603B,0.42
22353,2.1
21666,0.65
79051A,0.65
72129,0.65
35598C,2.95
84499,0.85
84858C,5.95
35945,1.95
71101E,0.72
21374,3.75
84422,0.85
85231L,0.72
85231E,0.72
21326,0.55
84563B,5.95
85118,0.38
21062,0.38
35924,1.69
21955,4.0
21038,2.95
90143,7.5
90036E,7.95
51008,2.95
22301,2.1
90175B,8.95
72131,1.65
72127,1.06
72132,1.65
84375,1.65
84380,1.06
20682,2.75
20681,2.75
82552,1.06
21903,1.85
21164,2.55
21396,1.06
20728,1.45
84691,0.72
22310,1.45
21786,0.32
51020B,0.29
84931A,2.55
85128,1.69
20804,1.45
72755C,1.25
21986,0.25
51020A,0.29
84247H,2.95
22039,0.42
22038,0.42
84673B,0.65
20885,2.95
21366,3.75
85023B,2.1
85167B,3.39
21908,1.49
21175,1.49
84839,3.38
85066,7.93
21735,7.3
22091,1.06
90165B,2.55
90014A,9.95
90014B,9.95
90052,6.95
84748,3.75
16162L,0.65
21369,3.75
22214,2.1
22092,1.25
21355,1.05
84520D,0.64
84596F,1.06
84596B,1.06
37112,3.75
20868,0.38
20869,0.38
46776A,1.25
46776B,1.25
46776E,1.25
46776C,1.25
46776F,1.25
78124,1.25
79336,0.38
79337,0.38
85167B,1.25
85183A,1.25
85183B,1.25
47347B,0.38
84596J,1.25
21420,3.25
21442,0.85
84292B,7.95
85195,2.1
85203,0.42
22261,0.85
85043,4.95
17129C,0.85
22365,6.75
22366,6.75
35654,4.95
85145,12.75
20933,1.25
82616B,1.25
20688,1.95
22060,8.5
22165,10.95
21253,1.25
85130C,1.65
20736,0.72
84674,2.95
84614C,5.95
21772,12.75
84804B,2.95
48138,4.0
48173C,4.0
48188,4.0
84801A,2.1
84798A,2.55
84798C,2.55
22288,1.25
85194S,0.65
21363,4.95
22217,1.06
72800B,2.1
84750A,1.65
21092,0.85
85087,2.95
47503J,3.95
47503K,0.85
85019A,1.25
17091J,0.38
17091A,0.38
85169B,1.25
90096,2.55
90098,2.55
84967B,79.95
20850,2.95
20981,0.72
16033,0.09
22210,1.45
90167,0.72
22176,2.55
22175,2.55
21249,2.55
21680,0.72
21542,0.65
48138,5.95
85031A,1.25
47574B,4.25
16207B,2.95
84974,9.95
22358,2.95
85031B,4.95
21381,1.45
22057,1.25
35241,4.25
22192,7.65
22191,7.65
21551,5.45
22357,4.25
37495,2.95
84803A,1.69
84807,1.69
37462B,0.42
79144C,0.42
35912B,1.25
35913B,0.85
22264,0.85
20694,3.75
35910B,1.95
21912,3.39
21749,1.85
21974,1.25
21746,1.06
21933,2.55
21932,2.55
22277,1.85
22278,4.25
22304,2.1
20715,1.06
85178,0.85
84805B,2.95
84798B,2.1
84798A,2.1
85176,0.64
37345,1.65
21614,2.55
10134,1.06
10133,0.72
22193,7.65
21588,2.1
21593,1.06
21592,1.06
21584,1.45
21937,2.55
21936,2.55
37340,0.64
21215,0.42
84279P,3.39
84279B,3.39
22072,3.39
21889,1.06
20913,2.55
21983,0.25
21718,1.06
21715,2.1
21716,2.1
21913,3.39
22128,1.06
22127,1.06
22089,2.55
22323,4.25
22324,4.25
85206B,1.45
21437,2.95
21438,2.95
72750A,5.95
72750B,5.95
84856S,4.65
62096A,1.95
62096B,1.95
84611B,5.95
79403,0.85
20839,2.95
85163B,12.75
90144,3.75
22326,2.95
22328,2.95
21562,2.1
21322,6.35
84917,5.95
82011C,2.95
84867A,5.95
20794,2.55
85091,4.95
21156,1.65
16258A,0.42
47503J,6.35
70006,1.25
47587A,0.85
84762A,10.75
20616,2.1
21110,5.95
40016,0.25
21276,5.95
21779,7.36
21780,12.75
20748,10.95
84612B,2.55
84464,2.55
21318,1.45
21321,2.1
84032B,2.55
85103,5.95
84250M,0.19
84984A,4.65
84984B,4.65
21393,2.1
21780,5.0
22366,5.95
22365,5.95
22066,1.25
72739C,0.65
22289,1.25
22329,1.65
22367,1.95
17136A,0.21
22414,6.75
21935,1.45
21828,1.06
84509A,2.95
21042,4.65
22202,3.39
22200,3.75
21826,1.06
84876B,1.25
85132B,8.95
85132A,8.95
85172,0.36
22327,2.95
16156L,0.42
84510B,1.06
21709,4.25
21707,4.25
16048,0.12
22357,3.75
22358,2.55
22023,0.36
35922,4.95
22252,1.25
47599B,2.1
84843,5.95
85188A,0.85
20753,0.5
85188B,0.85
17096,0.17
35160,0.72
72606A,0.42
47583A,24.95
21185,5.49
84595E,1.65
21408,3.75
20712,1.65
84706D,1.95
84856S,3.81
21368,2.55
21253,2.55
21367,2.55
47590B,4.65
21652,1.65
46138B,1.95
85110,0.85
84925F,1.7
84925E,1.7
84925D,1.7
84925A,1.7
21308,5.0
21309,6.0
21910,1.0
21174,1.4
21179,0.7
21164,2.0
21911,1.3
21165,1.0
